v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39;v40;v41;v42;v43;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56;v57;v58;v59;v60;v61;v62;v63;v64;v65;v66;v67;v68;v69;v70;v71;v72;v73;v74;KEY;target;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v97;v98;v99;v100;v101;v102;v103;v104;v105;v106;v107;v108;v109;v110;v111;v112;v113;v114
4;-1;3;0;0;0;4;1;336200;4;-1;52;52;20;-1;-1;-1;3;3;84050;52;0,2758;100000;198900;2;51;1;3;0;0;0;0;1;0;2;198900;27;52;3;52;-0,01;-0,01;;;;;;;;;-0,01;-0,01;1;52;5;;1;713;;;N;ABC+;1;44;0,9375;1;2;M;198900;336200;2;;0;1;1467208410;0;N;1;0;0;0,889846198;0;0,110153802;0,016685002;0;0;0,008208172;0;0,001016087;0,00922426;0;0,060898242;0;0,939101758;0;0;0,299900053;;0,858249141;;0,77085059;0;0,892703565;0;0,107296435;0;0,00845382;0;0,001016087;0;0,843469698;0;0;0,156530302;0;0
3;-1;-1;0;0;0;3;0;101926;2;-1;151;151;0;-1;-1;-1;13;-1;33975,33;151;0,6026;75496;0;12;0;2;1;0;0;0;0;0;0;2;75496;60;151;13;151;25;75;2;-1;0;0;0;0;0;-1;0;0;0;151;2;75;2;654;145;145;S;PREFERENTE;0;33;0,8;2;2;H;75496;101926;0;;50;2;1467391835;0;S;1;0;0;0;0;1;0,073561497;0;0;0;0;0,073561497;0,073561497;0;1;0;0;0;0;1,704635026;;;;1,704635026;0;0;0;1;0;0;0;0,073561497;0;0;0;0;1;0;0
5;-1;-1;2;0;0;5;0;784190;6;20;326;326;28;2;-1;-1;4;-1;156838;326;0,4403;143390;399000;310;325;1;4;0;0;0;2;0;0;1;399000;44;326;2;326;62,5;75;2;-1;0;0;0;0;0;-1;-0,01;-0,01;0;326;5;83,33333333;2;679;321;321;S;SELECT;0;68;0,7857;2;1;H;399000;784190;2;;52;2;239067175;0;S;0;0;0;0;0,655271006;0,344728994;0,04050344;0;0;0;0,022668883;0,011925785;0,034594667;0;0,294438812;0;0;0,705561188;0;0,441217096;;;0,959249942;0,712825725;0;0;0,655271006;0,344728994;0;0;0,022668883;0,011925785;0;0;0,524307736;0;0,475692264;0;0
4;-1;-1;2;0;0;4;0;197965;1;46;302;302;33;22;-1;-1;31;-1;49491,25;302;0,2672;75325;67500;30;128;2;2;0;0;0;2;0;0;2;75325;31;302;22;129;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;129;2;100;1;720;125;125;S;PREFERENTE;0;53;0,875;1;2;H;75325;197965;0;;57;1;1469969560;0;S;0;0;0;0;0,442476226;0,557523774;0,056516397;0;0;0;0,027175905;0,034241869;0,061417774;0;0,605874943;0;0;0,394125057;0;0,756131374;;;0,455990884;0,60038091;0;0;0,442476226;0,557523774;0;0;0,027175905;0,034241869;0;0;0,5189252;0;0,4810748;0;0
8;-1;-1;3;0;1;8;0;484859;10;3;212;212;33;3;-1;-1;4;-1;60607,38;212;0,3948;150160;48000;112;112;2;6;1;0;0;3;0;0;2;150160;39;212;3;212;78,57;85,71;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;212;4;84,52;1;717;209;209;S;PREFERENTE;0;60;1;1;2;M;150160;484859;2;;50;1;1471231455;0;S;0;0;0;0;0,287781191;0,712218809;0,037546103;0;0;0;0,011217856;0,027762648;0,038980504;0;0,739428214;0;0;0,260571786;0;0,593130374;0;;0,470643642;0,443910386;0;0;0,287781191;0,712218809;0;0;0,011217856;0,027762648;0,200826524;0;0,245770922;0;0,553402553;0;0
14;31;-1;0;2;3;14;0;1001018;16;-1;340;340;15;-1;49;2;14;-1;71501,29;340;0,2046;271613;200000;120;117;1;13;3;2;0;0;0;0;1;271613;20;340;2;340;90;90;2;-1;0;0;0;0;0;-1;0;0;0;340;5;96;2;679;221;221;S;SELECT;0;60;0,9412;2;1;H;271613;1001018;1;9583,718112;50;2;1475936680;0;S;0;0,31530743;0,619897523;0;0;0,064795047;0,075565874;0,023257206;0,045723896;0;0;0,004779309;0,073760411;0,048457629;0,322563222;0,628979149;0;0;0,040680404;0,270793315;0,583255818;;;0,427427188;0,905366219;0;0;0,094633781;0,045723896;0;0;0,004779309;0,460934603;0;0;0,029923248;0,509142149;0;0
3;34;-1;1;4;3;3;0;397740;1;44;135;135;36;44;34;13;101;-1;132580;135;0,0214;120560;162000;101;134;2;1;3;4;0;1;0;0;2;162000;2;135;13;135;100;100;1;-1;0;0;0;0;0;-1;0;0;0;135;5;100;1;729;131;131;S;SELECT;0;37;0,9565;1;2;H;162000;397740;0;;50;1;1487152860;0;S;0;0,785479294;0,172836717;0;0,025849135;0,015834855;0,502952739;0,215012556;0,047311323;0;0,007075793;0,004334541;0,273734212;0,415101622;0,021017083;0,470327441;0;0,093553854;0,50358218;0,025496958;0,274389241;;0,437156069;0,352902401;0,805687803;0;0,120497156;0,073815041;0,047311323;0;0,007075793;0,004334541;0,604905945;0;0,075523096;0,02867433;0,290896629;0;0
3;-1;38;0;0;0;3;1;137930;10;-1;118;118;25;-1;-1;-1;10;38;45976,67;118;0,2529;7150;118800;104;9;1;2;0;0;0;0;0;1;1;118800;25;118;10;118;-0,01;-0,01;;;;;;;;;-0,01;-0,01;1;118;5;;1;721;;;S;ABC+;0;40;1;1;1;H;118800;137930;1;72,88603333;50;1;1488827375;0;S;0;0;0;0,414047439;0,286732043;0,299220518;0,102333314;0;0;0,014233153;0,009856602;0,010285902;0,034375657;0;0,100513719;0;0,899486281;0;0;0,476467535;;0,721161931;;0,685763004;0;0,580493537;0;0,419506463;0;0,014233153;0;0,010285902;0;0,855334132;0;0;0,144665868;0;0
4;21;74;0;1;3;4;2;290365;9;-1;196;196;50;-1;185;21;27;20;72591,25;196;0,0133;250000;0;27;0;2;2;3;1;0;0;0;2;2;250000;1;196;2;196;50;50;1;1;2;2;2;2;2;1;50;50;2;196;5;100;1;720;190;190;S;SELECT;0;49;0,8696;1;2;H;250000;290365;0;6053,934404;50;1;241503910;0;S;0;0;0,460162273;0,530532893;0;0,009304834;0,008397566;0;0,01445513;0,01666569;0;0,000292294;0,031413114;0,032073246;0,002733724;0,086733602;0,878459428;0;0,65045819;0,055441008;0,124519677;0,401366129;;0,339887517;0,460162273;0,530532893;0;0,009304834;0,01445513;0,01666569;0;0,000292294;0,236747071;0,743902817;0;0,002590702;0,016759411;0;0
6;49;-1;2;0;0;6;0;779430;7;5;235;235;25;3;-1;49;25;-1;129905;235;0,5848;246810;177120;168;127;1;5;0;0;0;2;0;0;1;246810;58;235;3;235;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;235;5;100;1;682;231;231;S;SELECT;0;44;0,8261;1;1;M;246810;779430;2;;55;1;16612210;0;S;1;0;0;0;0,734013382;0,265986618;0,005319861;0;0;0;0,010362967;0,003755259;0,014118226;0;0,705894286;0;0;0,294105714;0;0,688454794;;;0,964594983;0,75174852;0;0;0,734013382;0,265986618;0;0;0,010362967;0,003755259;0;0;0,229208672;0;0,770791328;0;0
2;-1;-1;0;1;0;2;0;420349;4;-1;182;182;0;-1;182;-1;7;-1;210174,5;17;0,3397;297349;0;16;0;2;0;0;1;0;0;0;0;2;297349;33;17;7;17;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;182;4;75;3;598;16;181;S;ABC+;0;41;0,5714;3;2;H;297349;420349;1;;50;3;1502920855;0;S;0;0,100708502;0;0;0;0,899291498;0,068714182;0,006920102;0;0;0;0,06179408;0,068714182;0,006920102;0,993079898;0;0;0;0,010414159;1,494499859;;;;1,446620989;0;0;0;1;0;0;0;0,06179408;0;0;0;0,038735122;0,961264878;0;0
11;-1;35;1;2;0;11;1;1176630;6;4;129;129;13;4;59;-1;1;35;106966,36;129;0,0109;122650;236000;45;5;1;10;0;2;0;1;0;1;1;236000;1;129;1;129;89;89;1;1;1;1;1;1;1;1;50;50;1;129;5;95,6;1;723;126;126;S;SELECT;0;39;0,9333;1;1;H;236000;1176630;3;73,52633333;10;1;1508766535;0;N;1;0,091744186;0;0,685872093;0,190668605;0,031715116;0,265703203;0,001180837;0;0,008827843;0,002454091;0,000408204;0,012870976;0,001180837;0,004799677;0;0,9151552;0,078864286;0,006481717;0,026345839;;0,992258418;1,003136303;0,843678551;0;0,755152989;0,209928306;0,034918704;0;0,008827843;0,002454091;0,000408204;0;0,778120698;0,066328082;0,001850128;0,153701092;0;0
7;-1;-1;0;0;0;7;0;1327700;5;-1;193;193;0;-1;-1;-1;5;-1;189671,43;193;0,3802;271840;323800;127;192;3;4;0;0;0;0;0;0;3;323800;38;193;5;193;75;75;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;193;5;75;1;708;234;265;S;SELECT;0;54;1;1;3;M;323800;1327700;1;;56;1;1509374885;0;S;0;0;0;0;0;1;0,072579751;0;0;0;0;0,072579751;0,072579751;0;1;0;0;0;0;0,771191088;;;;0,771191088;0;0;0;1;0;0;0;0,072579751;0;0;0;0;1;0;0
5;-1;-1;0;2;0;5;0;143929;3;-1;191;191;0;-1;45;-1;29;-1;28785,8;141;0,2711;70919;23100;28;102;3;2;0;2;0;0;0;0;3;70919;33;141;5;102;66,5;66,5;1;-1;0;0;0;0;0;-1;0;0;0;191;3;77,66666667;4;705;98;187;S;PREFERENTE;0;41;0,8235;4;3;H;70919;143929;0;1398,6625;43;4;1514940080;0;S;0;0,125093521;0;0;0;0,874906479;0,171284312;0,021426558;0;0;0;0,149857754;0,171284312;0;1;0;0;0;0;0,370057381;;;;0,353344442;0;0;0;1;0;0;0;0,149857754;0;0;0;0,045163102;0,954836898;0;0
1;-1;-1;1;0;0;1;0;12650;3;4;126;126;50;4;-1;-1;126;-1;12650;126;0,04;12650;0;125;0;1;0;0;0;0;1;0;0;1;12650;4;126;4;126;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;126;2;100;1;723;123;123;S;CLASICO;0;43;1;1;1;M;12650;12650;1;;57;1;1515237355;0;S;0;0;0;0;0,930843707;0,069156293;0,098814229;0;0;0;0,007075645;0,000525679;0,007601325;0;0,005319876;0;0;0,994680124;0;0,040082383;;;0,976629195;0,868653936;0;0;0,930843707;0,069156293;0;0;0,007075645;0,000525679;0;0;0,88470917;0;0,11529083;0;0
6;-1;-1;0;0;1;6;0;481004;5;-1;132;132;14;-1;-1;-1;3;-1;80167,33;132;0,3916;100000;130000;2;29;1;5;1;0;0;0;0;0;1;130000;39;132;3;132;85,71;85,71;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;132;5;92,855;1;704;130;130;S;ABC+;0;54;1;1;1;M;130000;481004;1;-100,7989;20;1;1516075245;0;S;0;0;0;0;0;1;0,057584508;0;0;0;0;0,057584508;0,057584508;0;1;0;0;0;0;0,498939267;0;;;0,356886563;0;0;0;1;0;0;0;0,057584508;0,284709408;0;0;0;0,715290592;0;0
2;39;-1;0;1;3;2;0;213600;2;-1;133;133;50;-1;75;20;128;-1;106800;133;0,1331;0;181100;0;133;0;2;3;1;0;0;0;0;0;181100;13;133;16;133;87,5;87,5;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;133;5;95;1;719;130;148;S;SELECT;0;51;0,8421;1;0;H;181100;213600;0;;50;1;1516203125;0;S;0;0,000400534;0,821094793;0;0;0,178504673;0,094226848;2,17E-05;0,044384143;0;0;0,009649041;0,054054834;2,17E-05;0,102610365;0,897367984;0;0;3,14E-05;0,148771313;0,332380368;;;0,293351258;0,821423801;0;0;0,178576199;0,044384143;0;0;0,009649041;0,791996316;0;0;0,005673819;0,202329865;0;0
2;-1;7;1;3;0;2;1;148500;9;33;87;87;28;33;7;-1;19;7;74250;87;0,0299;0;112500;0;18;0;2;0;3;0;1;1;0;1;112500;2;87;1;87;100;100;1;1;1;1;1;1;1;1;100;100;1;87;5;100;1;715;85;85;A;SELECT;1;44;1;1;1;H;112500;148500;2;3130,145267;;1;1516776515;0;N;1;0,089655607;0;0,772461122;0,137883271;0;0,138494456;0,000922093;0;0,007944633;0,001418106;0;0,010284832;0,005221092;0,001436885;0;0,951609874;0,041732149;0,135020179;0,037158598;;0,653148222;0,42965;0,626031131;0;0,998504803;0,001495197;0;0;0,947023045;0,001418106;0;0;0,912101396;0,06080676;0,002883862;0,024207982;0;0
4;-1;-1;2;1;0;4;0;74092;3;30;125;125;28;30;124;-1;12;-1;18523;125;0,776;33400;27600;33;125;2;2;0;1;2;0;0;0;4;33400;77;125;12;125;41,5;83,5;2;-1;0;0;0;0;0;-1;0;0;0;125;5;93,4;2;699;121;121;S;SELECT;0;35;0,9286;2;4;H;33400;74092;1;2430,677411;50;2;1524303725;0;S;0;0,142212973;0;0;0;0,857787027;0,049789306;0,003937197;0;0;0;0,023748019;0,027685216;0,003937197;0,552110242;0;0;0,443952562;0,005416045;0,759487986;;;0,320603329;0,468757737;0;0;0,387416398;0,612583602;0;0;0,015018966;0,023748019;0;0;0,649108039;0,010128246;0,340763715;0;0
4;-1;-1;1;0;0;4;0;53300;3;-1;90;90;20;-1;-1;-1;9;-1;13325;90;0,7226;20000;15300;11;50;1;3;0;0;1;0;0;0;2;20000;72;90;9;90;80;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;90;2;100;1;692;88;88;S;PREFERENTE;0;43;0,7778;1;2;M;20000;53300;2;;53;1;1524715195;0;S;1;0;0;0;0;1;0,052963626;0;0;0;0;0,052963626;0,052963626;0;1;0;0;0;0;0,886875432;;;0;0,607236324;0;0;0;1;0;0;0;0,052963626;0;0;0,315308214;0;0,684691786;0;0
1;20;-1;3;0;1;1;0;500;9;6;98;98;80;4;-1;20;98;-1;500;98;0;0;0;0;0;0;1;1;0;0;3;0;0;0;500;0;98;4;98;0;0;0;-1;0;0;0;0;0;-1;0;0;0;98;4;87,5;3;603;95;95;S;PREFERENTE;0;38;0,6923;3;0;H;500;500;3;;50;3;1525637610;0;S;0;0;0,364203283;0;0,635796717;0;;0;0,025518686;0;0,044548463;0;0,070067149;0;0;0,621051786;0;0,378948214;0;0;0,735523819;;0,538942857;0,6405205;0,364203283;0;0,635796717;0;0,025518686;0;0,044548463;0;0,540834151;0;0,450370752;0;0,008795097;0;0
10;-1;58;1;1;0;10;1;993151;2;10;168;168;15;10;42;-1;3;58;99315,1;168;0,4123;377241;146200;47;126;2;8;0;1;0;1;1;0;3;377241;41;168;3;168;76,5;76,5;1;2;0;1;1;1;0;1;0;0;1;168;5;84,33333333;2;657;164;164;A;SELECT;1;50;0,9091;2;3;H;377241;993151;3;10111,5686;50;2;1529170985;0;S;1;0,129518072;0;0,15787679;0,020970675;0,691634462;0,06803948;0,004997215;0;0,006091384;0,000809115;0,026685436;0,03858315;0,016670175;0,448980822;0;0,483142347;0,051206655;0,030340157;0,817156905;;0,919550447;0,939758551;0,88477294;0;0,160428524;0,024707064;0,814864412;0;0,005253764;0,000809115;0,026685436;0;0,464869846;0,048210536;0,000787665;0,486131953;0;0
2;-1;-1;4;0;0;2;0;180000;3;20;21;71;66;20;-1;-1;17;-1;90000;21;0,489;0;105000;0;16;0;2;0;0;0;4;0;0;0;105000;48;21;17;21;50;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;21;5;100;1;688;20;20;S;SELECT;0;51;0,8571;1;0;H;105000;180000;0;;;1;1544389510;0;N;0;0;0;0;0,764518695;0,235481305;0,010088272;0;0;0;0,023936435;0,007372721;0,031309156;0;0,730820962;0;0;0,269179038;0;0,47071123;;;0,106472207;0,245052919;0;0;0,764518695;0,235481305;0;0;0,023936435;0,007372721;0;0;0,619533593;0;0,380466407;0;0
4;-1;-1;0;0;0;4;0;81900;5;-1;42;42;0;-1;-1;-1;3;-1;20475;42;0,3843;23700;0;2;0;4;0;0;0;0;0;0;0;4;23700;38;42;3;42;37,5;37,5;2;-1;0;0;0;0;0;-1;0;0;0;42;2;87,5;2;669;23;42;S;PREFERENTE;0;29;0,8889;2;4;M;23700;81900;2;982,036;50;2;1548119305;0;S;0;0;0;0;0;1;0,031010708;0;0;0;0;0,031010708;0,031010708;0;1;0;0;0;0;0,507858388;;;;0,507858388;0;0;0;1;0;0;0;0,031010708;0;0;0;0;1;0;0
3;-1;-1;0;1;1;3;0;277928;2;-1;311;311;20;-1;184;-1;29;-1;92642,67;311;0,4237;167428;15700;72;311;2;1;1;1;0;0;0;0;2;167428;44;311;29;73;50;50;1;-1;0;0;0;0;0;-1;0;0;0;184;5;100;1;710;180;180;S;ABC+;0;56;1;1;2;H;167428;277928;0;1475,204852;50;1;1554410380;0;S;0;0,830704263;0;0;0;0,169295737;0,267802756;0,222464891;0;0;0;0,045337865;0,267802756;0,295369279;0,704630721;0;0;0;0,28312752;0,675426874;0;;;0,418830493;0;0;0;1;0;0;0;0,045337865;0,562308438;0;0;0,000751836;0,436939725;0;0
2;-1;-1;2;0;0;2;0;293171;5;7;118;118;50;7;-1;-1;24;-1;146585,5;118;1,0211;253171;0;118;0;2;0;0;0;0;2;0;0;2;253171;102;118;7;118;50;50;1;-1;0;0;0;0;0;-1;0;0;0;118;5;83,33333333;1;668;3;65;S;ABC+;0;45;0,9167;1;2;H;253171;293171;1;3939,422367;50;1;1563566105;0;S;0;0;0;0;0,186608405;0,813391595;0,04228594;0;0;0;0,007995044;0,034848923;0,042843967;0;0,824125542;0;0;0,175874458;0;3,796263887;;;0,454666448;1,655877459;0;0;0,186608405;0,813391595;0;0;0,007995044;0,034848923;0;0;0,640527911;0;0,359472089;0;0
3;-1;-1;0;0;0;3;0;101950;2;-1;113;113;0;-1;-1;-1;13;-1;33983,33;113;0,5181;31200;44500;12;113;2;1;0;0;0;0;0;0;2;44500;51;113;13;113;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;113;2;100;1;702;110;110;S;PREFERENTE;0;34;0,8;1;2;M;44500;101950;0;;50;1;1582646790;0;S;0;0;0;0;0;1;0,047763285;0;0;0;0;0,047763285;0,047763285;0;1;0;0;0;0;0,599056443;;;;0,599056443;0;0;0;1;0;0;0;0,047763285;0;0;0;0;1;0;0
5;-1;-1;1;1;0;5;0;104950;7;13;49;49;14;13;2;-1;29;-1;20990;49;0,8417;0;64100;0;29;0;5;0;1;0;1;0;0;0;64100;84;49;2;49;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;49;5;100;2;649;48;48;S;SELECT;0;48;0,8889;2;0;H;64100;104950;1;;;2;1584330505;0;N;0;0,092882617;0;0;0,190417119;0,716700264;0,059103876;0,005466276;0;0;0,011206322;0,042178845;0,058851443;0;0,806125149;0;0;0,193874851;0;0,744458865;;;0,752541532;0,728350094;0;0;0,103916247;0,896083753;0;0;0,004891359;0,042178845;0;0;0,187642488;0,023675482;0,788682029;0;0
6;-1;-1;0;1;0;6;0;1349490;7;-1;55;55;0;-1;42;-1;8;-1;224915;55;0,2511;383511;575000;33;50;1;5;0;1;0;0;0;0;1;575000;25;55;8;55;94;100;1;-1;0;0;0;0;0;-1;0;0;0;55;5;100;1;700;50;50;S;SELECT;0;61;0,9091;1;1;H;575000;1349490;1;970,978875;50;1;1607017590;0;S;1;0,025814796;0;0;0;0,974185204;0,056967546;0,001470606;0;0;0;0,055496941;0,056967546;0,001470606;0,998529394;0;0;0;0,000753354;0,511521489;;;;0,509108914;0;0;0;1;0;0;0;0,055496941;0;0;0;0,006180138;0,993819862;0;0
2;-1;2;1;0;4;2;3;522659;10;120;200;200;80;120;-1;-1;143;2;261329,5;200;0,8108;0;335591;0;199;0;2;4;0;0;1;2;1;2;335591;81;200;1;200;100;100;1;1;2;2;2;2;2;1;100;100;3;200;5;100;2;647;198;198;N;SELECT;2;66;0,7647;2;2;H;335591;522659;2;527,7016;;2;256261285;0;N;0;0;0;0,512969262;0,062603034;0,424427704;0,047996961;0;0;0,012031298;0,001468306;0,009954624;0,023454229;0;0,207401143;0;0,73141553;0,061183327;0;0,750418369;0;0,536157836;0,827456561;0,471521493;0;0,457333519;0,069754464;0,472912016;0;0,009626703;0,001468306;0,009954624;0,191575634;0,643239956;0,034864977;0;0,130319433;0;0
5;-1;38;0;0;0;5;2;571890;17;-1;88;88;28;-1;-1;-1;4;38;114378;88;0,1123;189390;200000;25;80;1;4;0;0;0;0;0;2;1;200000;11;88;4;88;66,5;66,5;1;2;0;1;1;1;0;1;0;0;2;88;5;66,5;2;680;83;83;S;SELECT;0;46;0,8182;2;1;H;200000;571890;2;;50;2;1618240210;0;S;1;0;0;0,85593244;0;0,14406756;0,080246721;0;0;0,01068956;0;0,001799229;0,01248879;0;0,022421221;0;0,977578779;0;0;0,121004114;;0,462392721;;0,434883334;0;0,85593244;0;0,14406756;0;0,01068956;0;0,001799229;0;0,919419143;0;0;0,080580857;0;0
4;12;-1;0;1;2;4;0;398536;4;-1;122;122;28;-1;73;12;18;-1;99634;122;0,4294;195966;100000;113;68;2;2;2;1;0;0;0;0;2;195966;42;122;12;122;75;75;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;122;5;87,5;1;693;119;119;S;SELECT;0;64;0,9286;1;2;H;195966;398536;1;;53;1;256269565;0;S;0;0;0,186367847;0;0,496680733;0,31695142;0,071986255;0;0,03265216;0;0,087019831;0,055530761;0,175202752;0;0,771407834;0,228592166;0;0;0;1,127194398;0,175151898;;;0,498286056;0,370277593;0;0;0,629722407;0,03265216;0;0;0,055530761;0,650317181;0;0;0,008675299;0,341007521;0;0
8;-1;22;0;2;0;8;2;1777560;7;-1;380;380;16;-1;20;-1;21;22;222195;380;0,3727;563300;450000;150;216;3;5;0;2;0;0;0;2;3;563300;42;380;20;380;91,5;91,5;1;1;2;2;2;2;2;1;50;50;2;380;5;92,6;1;681;376;376;A;SELECT;2;56;0,9583;1;3;H;563300;1777560;0;10842,84524;50;1;257118380;0;S;1;0,193904107;0;0,567906136;0;0,238189758;0,068947654;0,004285702;0;0,01255196;0;0,005264511;0,022102174;0,00932501;0,129188967;0;0,861486023;0;0,044224015;0,612680849;;0,892820957;;0,850106564;0;0,704514364;0;0,295485636;0;0,01255196;0;0,005264511;0;0,820270758;0;0,000477044;0,179252198;0;0
3;4;-1;0;2;1;3;0;477420;2;-1;72;72;16;-1;2;4;52;-1;159140;72;0,0654;105420;371000;59;52;1;2;1;2;0;0;0;0;1;371000;6;72;2;72;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;72;5;91,66666667;1;705;67;209;S;SELECT;0;39;0,9524;1;1;M;371000;477420;2;;51;1;1627650200;0;S;0;0,073780742;0,788974573;0;0;0,137244685;0,063410052;0,004010014;0,042881093;0;0;0,007459305;0,054350412;0,004010014;0,176865393;0,819124594;0;0;0,00385892;0,170201285;0,886159483;;;0,488620136;0,851822682;0;0;0,148177318;0,042881093;0;0;0,007459305;0,451657718;0;0;0,04059058;0,507751702;0;0
4;-1;74;0;0;0;4;1;207530;4;-1;159;159;20;-1;-1;-1;6;74;51882,5;159;0,1506;49430;42000;159;6;1;3;0;0;0;0;0;1;1;81100;15;159;6;159;100;100;1;2;0;1;1;1;1;1;0;50;1;159;5;100;1;699;141;141;S;SELECT;0;49;0,9286;1;1;H;81100;207530;1;1080,168667;50;1;2716415;0;S;0;0;0;0,563488425;0;0,436511575;0,121868501;0;0;0,013535834;0;0,01048566;0,024021494;0;0,086040775;0;0,913959225;0;0;0,31332391;;0,790483333;;0,698905057;0;0,563488425;0;0,436511575;0;0,013535834;0;0,01048566;0;0,808076144;0;0;0,191923856;0;0
3;-1;-1;0;1;0;3;0;155760;6;-1;251;251;0;-1;63;-1;118;-1;51920;251;0,5648;67510;40000;250;135;2;1;0;1;0;0;0;0;2;67510;56;251;63;251;50;50;1;-1;0;0;0;0;0;-1;0;0;0;251;3;75;3;583;132;132;S;PREFERENTE;0;53;0,8333;3;2;H;67510;155760;0;;50;3;1645082590;1;S;0;0,201813396;0;0;0;0,798186604;0,038564355;0,007782803;0;0;0;0,030781551;0,038564355;0,007782803;0,992217197;0;0;0;0,00533684;0,680385181;;;;0,669104384;0;0;0;1;0;0;0;0,030781551;0;0;0;0,024233779;0,975766221;0;0
6;-1;41;0;0;0;6;4;279100;8;-1;116;116;40;-1;-1;-1;2;1;46516,67;116;0,1934;68000;68000;1;116;1;5;0;0;0;0;2;2;3;68000;19;116;1;116;;;;;;;;;;;;;4;116;3;;1;706;;;N;PREFERENTE;;32;0,9231;1;3;H;68000;279100;4;;50;1;1655146125;0;S;0;0;0;0,754863318;0;0,245136682;0,035710317;0;0;0,005670011;0;0,001841297;0,007511308;0;0,051562046;0;0,948437954;0;0;0,917308052;;0,734844858;;0,742459739;0;0,754863318;0;0,245136682;0;0,005670011;0;0,001841297;0;0,958266208;0;0;0,041733792;0;0
5;-1;-1;0;0;0;5;0;764184;3;-1;133;133;0;-1;-1;-1;4;-1;152836,8;133;0,1534;192000;191500;82;132;2;3;0;0;0;0;0;0;2;192000;15;133;4;133;100;100;1;-1;0;0;0;0;0;-1;0;0;0;133;5;89;7;671;129;129;S;SELECT;0;60;0,7895;7;2;H;192000;764184;1;2533,520567;-1;7;1655999310;0;N;0;0;0;0;0;1;0,051736055;0;0;0;0;0,051736055;0,051736055;0;1;0;0;0;0;0,218726845;;;;0,218726845;0;0;0;1;0;0;0;0,051736055;0;0;0;0;1;0;0
4;-1;-1;0;0;0;4;0;128420;2;-1;128;128;0;-1;-1;-1;42;-1;32105;128;0,3823;27250;49000;115;128;3;1;0;0;0;0;0;0;3;49000;38;128;42;128;75;75;1;-1;0;0;0;0;0;-1;0;0;0;128;3;83,33333333;1;688;123;123;S;PREFERENTE;0;46;0,875;1;3;M;49000;128420;0;648,1627;50;1;1658413390;0;S;0;0;0;0;0;1;0,087814715;0;0;0;0;0,087814715;0,087814715;0;1;0;0;0;0;0,402126457;;;;0,402126457;0;0;0;1;0;0;0;0,087814715;0;0;0;0;1;0;0
9;-1;-1;1;0;1;9;0;485060;8;11;113;113;18;11;-1;-1;8;-1;53895,56;113;0,4033;65000;87000;38;28;3;6;1;0;0;1;0;0;3;87000;40;113;8;113;92,855;92,855;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;113;4;95,23666667;1;703;110;110;S;PREFERENTE;0;30;0,9;1;3;M;87000;485060;4;;53;1;1659344430;0;S;1;0;0;0;0,138996638;0,861003362;0,034040835;0;0;0;0,004853996;0,030067685;0,034921681;0;0,883282837;0;0;0,116717163;0;0,607038014;0;;0,808438106;0,445774475;0;0;0,138996638;0,861003362;0;0;0,004853996;0,030067685;0,28700882;0;0,06435809;0;0,64863309;0;0
5;-1;-1;7;4;0;5;0;792409;2;-1;121;121;43;-1;24;-1;48;-1;158481,8;121;0,4907;357309;196100;79;119;1;4;0;4;0;7;0;0;1;357309;49;121;9;121;75;75;2;-1;0;0;0;0;0;-1;0;0;0;121;5;80,25;2;663;117;117;S;SELECT;0;41;0,68;2;1;H;357309;792409;0;12384,02293;50;2;1670229410;0;S;0;0,091904204;0;0;0;0,908095796;0,081299496;0,007471765;0;0;0;0,07382773;0,081299496;0;1;0;0;0;0;0,689489635;;;0;0,50080054;0;0;0;1;0;0;0;0,07382773;0;0;0,242904305;0,030760571;0,726335124;0;0
