v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39;v40;v41;v42;v43;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56;v57;v58;v59;v60;v61;v62;v63;v64;v65;v66;v67;v68;v69;v70;v71;v72;v73;v74;KEY;target;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v97;v98;v99;v100;v101;v102;v103;v104;v105;v106;v107;v108;v109;v110;v111;v112;v113;v114
2;18;-1;1;0;2;2;0;179800;11;-1;26;109;60;-1;-1;18;9;-1;89900;26;0,5391;129800;0;8;0;2;0;2;0;1;0;0;0;3;129800;53;26;9;26;50;50;1;-1;0;0;0;0;0;-1;0;0;0;26;5;100;1;690;15;15;S;SELECT;0;41;0,9231;1;3;M;129800;179800;1;10070,65557;50;1;3089581835;0;S;0;0;0,642475987;0;0;0,357524013;0,048385932;0;0,030702649;0;0;0,017085361;0,04778801;0;0,353105966;0,646894034;0;0;0;0,510066726;0,522279412;;0;0,376016394;0,642475987;0;0;0,357524013;0,030702649;0;0;0,017085361;0,465733009;0;0,273960594;0;0,260306398;0;0
4;-1;-1;0;0;0;4;0;433000;14;-1;377;377;0;-1;-1;-1;26;-1;108250;377;0,4118;70000;172500;25;87;1;3;0;0;0;0;0;0;1;172500;43;377;26;377;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;377;5;100;1;692;373;373;S;SELECT;0;54;0,9231;1;1;H;172500;433000;0;;55;1;3102292555;0;S;0;0;0;0;0;1;0,018869512;0;0;0;0;0,018869512;0,018869512;0;1;0;0;0;0;0,513993371;;;;0,513993371;0;0;0;1;0;0;0;0,018869512;0;0;0;0;1;0;0
5;-1;-1;1;1;0;5;0;511700;1;35;115;115;14;35;55;-1;35;-1;102340;115;0,3912;250000;111500;35;45;1;4;0;1;1;0;0;0;2;250000;39;115;27;115;80;80;2;-1;0;0;0;0;0;-1;0;0;0;115;5;90;2;668;110;110;S;SELECT;0;36;0,6875;2;2;H;250000;511700;0;1900,685417;50;2;3103211175;0;S;0;0,272320073;0;0;0;0,727679927;0,064644363;0,017603958;0;0;0;0,047040405;0,064644363;0,017603958;0,982396042;0;0;0;0,012327265;0,687928078;;;0;0,684657774;0;0;0;1;0;0;0;0,047040405;0;0;0,016800511;0,005473606;0,977725883;0;0
6;-1;-1;0;0;0;6;0;534601;4;-1;153;153;0;-1;-1;-1;1;-1;89100,17;153;0,0731;200000;0;1;0;3;3;0;0;0;0;0;0;3;200000;7;153;1;153;50;75;3;-1;0;0;0;0;0;-1;-0,01;-0,01;0;153;5;87,5;3;681;151;151;S;SELECT;0;69;0,7143;3;3;H;200000;534601;1;2083,462422;10;3;3103364585;0;N;0;0;0;0;0;1;0,158240971;0;0;0;0;0,158240971;0,158240971;0;1;0;0;0;0;0,119425296;;;;0,119425296;0;0;0;1;0;0;0;0,158240971;0;0;0;0;1;0;0
2;-1;-1;1;1;0;2;1;175952;7;50;191;191;40;50;26;-1;93;-1;87976;191;0,0401;0;110200;0;190;0;2;0;1;1;0;0;1;1;110200;4;191;7;191;100;100;1;-1;0;0;0;0;0;-1;0;0;1;191;5;100;1;724;187;187;S;SELECT;0;50;0,9167;1;1;H;110200;175952;0;528,2332667;0;1;3108171470;0;N;0;0,288545191;0;0;0;0,711454809;0,270422167;0,078029016;0;0;0;0,192393151;0,270422167;0,078029016;0,921970984;0;0;0;0,00520906;0,061548932;;0;0;0,006778307;0;0;0;1;0;0;0;0,192393151;0;0,892138015;0,004429687;0,001896792;0,101535507;0;0
3;-1;105;1;1;0;3;1;243500;4;10;126;126;33;10;24;-1;14;105;81166,67;126;0,3091;75000;108500;14;125;1;2;0;1;0;1;0;1;1;108500;30;126;10;126;75;75;1;3;0;1;1;1;0;1;0;0;1;126;4;87,5;3;662;149;149;S;PREFERENTE;0;38;0,7895;3;1;H;108500;243500;1;;51;3;3116964140;0;S;0;0;0;0,233210208;0,619039624;0,147750168;0,035077929;0;0;0,012111048;0,032147902;0,007672946;0,051931897;0;0,218740009;0;0,658449251;0,12281074;0;0,541874865;;0,643757921;0,336422481;0,55421842;0;0,233210208;0,619039624;0,147750168;0;0,012111048;0,032147902;0,007672946;0;0,566866351;0,202316962;0,007093924;0,223722764;0;0
8;-1;-1;1;0;0;8;0;1767000;7;53;341;341;11;53;-1;-1;40;-1;220875;341;0,2809;0;360000;0;52;0;8;0;0;1;0;0;0;1;360000;28;341;2;341;;;;;;;;;;;;;0;341;5;;1;718;;;S;SELECT;0;64;1;1;1;H;360000;1767000;0;;57;1;405159145;0;S;0;0;0;0;0;1;0,031202524;0;0;0;0;0,031202524;0,031202524;0;1;0;0;0;0;0,50778239;;;0;0,50519799;0;0;0;1;0;0;0;0,031202524;0;0;0,005089582;0;0,994910418;0;0
6;23;-1;3;0;1;6;0;192049;3;42;54;54;40;42;-1;23;6;-1;32008,17;54;0,3176;53340;49999;53;13;2;4;1;0;1;2;0;0;3;53340;31;54;6;54;62,5;75;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;54;4;87,5;1;706;18;18;S;PREFERENTE;0;54;0,8667;1;3;H;53340;192049;3;;56;1;3125543370;0;S;0;0;0,663915226;0;0;0,336084774;0,049396682;0;0,041247973;0;0;0,0208804;0,062128373;0;0,422708561;0,577291439;0;0;0;0,669601396;0,493641481;;0;0,414836579;0,663915226;0;0;0,336084774;0,041247973;0;0;0,0208804;0,48513266;0;0,252987698;0;0,261879641;0;0
4;-1;-1;0;0;0;4;0;163800;1;-1;27;27;0;-1;-1;-1;14;-1;40950;27;0,4201;20000;120000;18;13;2;2;0;0;0;0;0;0;2;120000;42;27;14;27;66,5;83,5;1;-1;0;0;0;0;0;-1;0;0;0;27;3;83,5;1;710;45;45;S;PREFERENTE;0;27;1;1;2;M;120000;163800;0;;50;1;3126657605;0;S;0;0;0;0;0;1;0,023368017;0;0;0;0;0,023368017;0,023368017;0;1;0;0;0;0;0,483845337;;;;0,483845337;0;0;0;1;0;0;0;0,023368017;0;0;0;0;1;0;0
6;-1;-1;0;1;0;6;0;264480;7;-1;122;122;0;-1;-1;-1;3;-1;44080;48;0,2301;50260;80000;47;16;2;4;0;1;0;0;0;0;2;80000;23;48;3;48;85,5;85,5;3;-1;0;0;0;0;0;-1;0;0;0;48;5;92,75;3;675;75;75;S;ABC+;0;52;0,8333;3;2;M;80000;264480;1;731,9804111;40;3;3128557520;0;S;1;0;0;0;0;1;0,012868553;0;0;0;0;0,012868553;0,012868553;0;1;0;0;0;0;0,222643429;;;;0,220081745;0;0;0;1;0;0;0;0,012868553;0;0;0;0,011505769;0,988494231;0;0
4;-1;19;1;1;0;4;2;332569;1;53;210;210;37;53;80;-1;24;19;83142,25;210;0,432;0;109000;0;24;0;4;0;1;1;0;0;2;1;109000;43;210;19;210;-0,01;-0,01;;;;;;;;;-0,01;-0,01;2;210;5;;2;709;;;A;SELECT;2;45;0,7368;2;1;H;109000;332569;0;;0;2;3128606050;0;N;1;0,156574521;0;0,599458827;0;0,243966652;0,07402952;0,00269794;0;0,010329291;0;0,004203796;0,017231027;0,00269794;0,090531567;0;0,906770493;0;0,016934406;0,568247791;;0,949981649;0;0,88827754;0;0,695606551;0;0,304393449;0;0,009606606;0;0,004203796;0;0,847873075;0,009626374;0,000982786;0,141517766;0;0
4;-1;-1;0;0;0;4;0;311000;9;-1;37;37;0;-1;-1;-1;8;-1;77750;37;0,6019;64000;87000;7;9;1;3;0;0;0;0;0;0;1;87000;60;37;8;37;12,5;12,5;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;37;5;25;1;700;33;33;S;ABC+;0;46;0,6667;1;1;M;87000;311000;2;;52;1;3131193435;1;S;1;0;0;0;0;1;0,023420555;0;0;0;0;0,023420555;0,023420555;0;1;0;0;0;0;0,785614458;;;;0,785614458;0;0;0;1;0;0;0;0,023420555;0;0;0;0;1;0;0
5;-1;-1;1;1;1;5;0;830099;22;21;156;156;25;21;156;-1;5;-1;166019,8;73;0,7444;285900;156000;5;73;2;3;1;1;1;0;0;0;3;285900;81;73;5;73;;;;;;;;;;;;;0;156;5;;1;696;;;S;SELECT;0;48;0,9333;1;3;H;285900;830099;1;;20;1;3133710440;0;S;0;0,431927163;0;0;0;0,568072837;0,097693829;0,042196619;0;0;0;0,055497211;0,097693829;0,05400763;0,94599237;0;0;0;0,073719449;1,291262663;0;;0;0,843103873;0;0;0;1;0;0;0;0,055497211;0,375428035;0;0,006453603;0,000451752;0,617666609;0;0
1;-1;11;1;1;1;1;1;100000;10;19;113;113;60;19;113;-1;11;11;100000;11;0,0326;100000;0;11;0;1;0;1;1;1;0;0;1;2;100000;3;11;3;11;0;0;1;2;0;0;0;0;0;2;0;0;1;113;5;;4;657;6;108;A;ABC+;1;53;0,6667;4;2;H;100000;100000;2;6988,1465;50;4;3136020905;0;S;0;0;0;0,617330908;0;0,382669092;0,709163347;0;0;0,001545377;0;0,000957943;0,00250332;0;0,001350808;0;0,924733564;0,073915628;0;0,05595281;0;1,007199892;0,712774451;0,912914556;0;0,230511247;0,580204499;0,189284254;0;0,001166588;0,00293634;0,000957943;0,043669327;0,838168012;0,094670415;0,001452747;0,022039499;0;0
4;21;-1;3;0;3;4;0;415740;1;-1;244;244;60;-1;-1;14;40;-1;103935;244;0,2157;128540;172200;155;39;1;3;3;0;0;3;0;0;1;172200;21;244;3;244;65;65;2;-1;0;0;0;0;0;-1;0;0;0;244;5;76,66666667;2;692;241;241;S;SELECT;0;62;1;2;1;H;172200;415740;0;96,28561444;50;2;407938350;0;S;0;0;0,722283838;0;0;0,277716162;0,069792851;0;0,042581627;0;0;0,016372519;0,058954146;0;0,234587339;0,765412661;0;0;0;0,458375494;0,359073648;;0;0,342550485;0,722283838;0;0;0,277716162;0,042581627;0;0;0,016372519;0,730191367;0;0,094498199;0;0,175310434;0;0
1;-1;-1;0;0;0;1;0;37000;3;-1;6;6;0;-1;-1;-1;6;-1;37000;6;0;37000;0;5;0;1;0;0;0;0;0;0;0;1;37000;0;6;6;6;0;0;1;-1;0;0;0;0;0;-1;0;0;0;6;5;;1;725;22;123;S;SELECT;0;69;1;1;1;M;37000;37000;1;3297,149144;50;1;3138000400;0;S;1;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;0;0;0;0;1;;
6;-1;-1;0;2;0;6;0;698210;5;-1;127;127;0;-1;23;-1;16;-1;116368,33;127;0,4605;135210;250000;100;82;1;5;0;2;0;0;0;0;1;250000;46;127;16;127;90;100;2;-1;0;1;0;0;0;1;0;0;0;127;5;100;1;702;122;122;S;ABC+;0;62;0,7059;1;1;H;250000;698210;0;5174,205434;50;1;3154957955;0;S;1;0,029034091;0;0;0;0,970965909;0,109470096;0,003178365;0;0;0;0,106291732;0,109470096;0;1;0;0;0;0;0,810539185;;;;0,795194935;0;0;0;1;0;0;0;0,106291732;0;0;0;0,018930916;0,981069084;0;0
3;-1;2;0;0;0;3;1;186500;5;-1;59;59;25;-1;-1;-1;16;2;62166,67;59;0,0081;40000;116000;40;16;2;1;0;0;0;0;1;0;3;116000;0;59;2;59;;;;;;;;;;;;;1;59;5;;1;686;;;N;SELECT;0;33;0,7143;1;3;M;116000;186500;1;;54;1;3158535260;0;S;1;0;0;0,996778143;0;0,003221857;0,033112583;0;0;0,010247499;0;3,31E-05;0,010280622;0;0,001000305;0;0,998999695;0;0;0,010641072;;1,003583683;;0,91790566;0;0,996630274;0;0,003369726;0;0,009796368;0;3,31E-05;0;0,913713016;0;0;0,086286984;0;0
6;-1;9;1;0;1;6;1;283610;1;12;68;68;33;12;-1;-1;12;9;47268,33;68;0,4212;43510;66500;42;49;1;5;1;0;0;1;0;1;1;66500;42;68;9;68;60;60;3;1;1;1;1;1;1;1;50;50;1;68;5;74;3;608;64;64;A;ABC+;1;33;0,4375;3;1;H;66500;283610;1;2499,8798;50;3;3174084985;0;S;0;0;0;0,309025737;0,232283465;0,458690798;0,065346236;0;0;0,006673443;0,005016186;0,009905475;0,021595104;0;0,151584483;0;0,743906788;0,10450873;0;0,390672728;0;0,990519493;0,78064455;0,653209563;0;0,08646675;0,307100684;0,606432567;0;0,001412349;0,005016186;0,009905475;0,168522562;0,490577955;0,087448381;0;0,253451103;0;0
0;-1;137;0;0;0;0;2;0;7;-1;0;137;100;-1;-1;-1;-1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;17;-1;-0,01;-0,01;-1;2;0;0;0;0;0;4;0;0;2;137;5;100;2;637;136;136;A;SELECT;1;35;0,6;2;1;H;0;0;0;19212,74343;;2;3174225285;0;N;0;0;0;1,000048153;0;0;;0;0;0,002373254;0;0;0,00237314;0;0;0;1;0;;;;0,829536213;;0,829536213;0;1;0;0;0;0,002373211;0;0;0;1;0;0;0;0;0
5;-1;-1;0;1;0;5;0;230250;4;-1;39;39;0;-1;18;-1;13;-1;46050;39;0,4066;70000;57000;13;22;3;2;0;1;0;0;0;0;3;70000;40;39;13;39;83,33;83,33;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;39;5;91,665;1;710;38;38;S;PREFERENTE;0;54;0,75;1;3;H;70000;230250;0;;56;1;3176186380;0;S;0;0;0;0;0;1;0,051465051;0;0;0;0;0,051465051;0,051465051;0,180254654;0,819745346;0;0;0;0,144818028;0,658589952;;;;0,736640433;0;0;0;1;0;0;0;0,051465051;0;0;0;0,083105406;0,916894594;0;0
5;-1;1;3;1;0;5;1;539500;2;59;175;175;40;12;175;-1;11;1;107900;133;0,0543;100000;300000;11;46;1;4;0;1;3;0;1;0;5;300000;5;133;1;133;60;100;2;-1;0;0;0;0;0;-1;-0,01;-0,01;1;175;5;95;3;665;129;172;N;SELECT;0;35;0,9474;3;5;H;300000;539500;3;;50;3;3188437445;0;S;1;0;0;0,916238553;0;0,083761447;0,051229508;0;0;0,007589473;0;0,000693821;0,008283293;0;0,013543379;0;0,689668826;0,296787795;0;0,055481866;;0,96362332;0,844260526;0,761153647;0;0,522690568;0,447028424;0,030281008;0;0,011976269;0,010242643;0,000693821;0;0,544760521;0,267572753;0,001865616;0,185801111;0;0
13;20;-1;2;2;1;13;0;1978815;17;-1;118;118;16;-1;98;20;18;-1;152216,54;116;0,5256;294940;250000;34;100;2;11;1;2;0;2;0;0;2;294940;53;116;15;116;100;100;1;-1;0;0;0;0;0;-1;0;0;0;118;5;90;2;672;113;114;S;SELECT;0;49;0,9167;2;2;H;294940;1978815;0;8604,8494;50;2;3197299920;0;S;1;0,026108022;0,144848981;0;0;0,829042996;0,047176215;0,001173272;0,00650939;0;0;0,037256485;0,044939147;0;0,814600269;0,185399731;0;0;0;0,524524966;0,784599883;;0;0,490396567;0,148732082;0;0;0,851267918;0,00650939;0;0;0,037256485;0,115879945;0;0,107545549;0,014976486;0,761598019;0;0
5;-1;-1;1;1;0;5;0;117499;3;8;59;59;14;8;59;-1;4;-1;23499,8;37;0,2806;20000;4999;36;3;2;3;0;1;0;1;0;0;2;52500;28;37;4;37;83,33;83,33;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;59;2;88,88666667;1;709;18;56;S;CLASICO;0;25;0,7;1;2;H;52500;117499;3;;50;1;3198106415;0;S;1;0;0;0;0,129844961;0,870155039;0,013617202;0;0;0;0,001851033;0,012404686;0,014255719;0;0,910957012;0;0;0,089042988;0;0,534321828;;;0,120261194;0,398428126;0;0;0,129844961;0,870155039;0;0;0,001851033;0,012404686;0;0;0,295001486;0,02572457;0,679273944;0;0
3;-1;-1;0;0;0;3;0;180892;6;-1;58;58;0;-1;-1;-1;13;-1;60297,33;58;0,8362;150892;10000;53;57;2;1;0;0;0;0;0;0;2;150892;83;58;13;58;50;75;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;58;5;83,33333333;1;697;55;55;S;SELECT;0;24;1;1;2;H;150892;180892;0;;50;1;3213288830;0;S;1;0;0;0;0;1;0,010617831;0;0;0;0;0,010617831;0,010617831;0;1;0;0;0;0;3,645489383;;;;3,645489383;0;0;0;1;0;0;0;0,010617831;0;0;0;0;1;0;0
3;-1;-1;1;1;0;3;0;31100;9;3;34;34;20;3;34;-1;14;-1;10366,67;24;0,7259;30000;0;23;0;1;2;0;1;0;1;0;0;1;30000;72;24;3;24;100;100;1;-1;0;0;0;0;0;-1;0;0;0;34;3;100;1;714;31;49;S;SELECT;0;57;0,9091;1;1;H;30000;31100;1;3125,610864;50;1;3219367615;0;S;0;0,446062546;0;0;0,460547378;0,093390075;0,312128674;0,028495109;0;0;0,029420421;0,005965891;0,06388142;0,054104543;0,056301846;0;0;0,889593611;0,625681405;0,65109169;;;0,995976209;1,01998784;0;0;0,831406823;0,168593177;0;0;0,029420421;0,005965891;0;0;0,911040502;0,000758098;0,0882014;0;0
3;-1;-1;0;0;0;3;0;140200;1;-1;25;25;0;-1;-1;-1;8;-1;46733,33;25;0,0707;70000;0;8;0;3;0;0;0;0;0;0;0;3;70000;7;25;8;25;100;100;1;-1;0;0;0;0;0;-1;0;0;0;25;2;100;1;708;41;41;S;PREFERENTE;0;24;0,8889;1;3;H;70000;140200;1;484,0447111;50;1;3224926140;0;S;1;0;0;0;0;1;0,176672384;0;0;0;0;0,176672384;0,176672384;0;1;0;0;0;0;0,281155145;;;;0,281155145;0;0;0;1;0;0;0;0,176672384;0;0;0;0;1;0;0
3;-1;-1;1;0;0;3;0;352764;1;10;55;55;25;10;-1;-1;41;-1;117588;55;0,8536;302744;0;44;0;2;1;0;0;1;0;0;0;3;302744;85;55;10;55;50;100;2;-1;0;0;0;0;0;-1;0;0;0;55;5;100;1;680;38;38;S;SELECT;0;30;0,8333;1;3;M;302744;352764;1;13427,65413;50;1;3225876845;0;S;0;0;0;0;0;0,423785704;0,086376211;0;0;0;0;0,021653325;0,051094988;0;0,250686215;0;0;0,749313785;0;0,893844583;;;0,908307599;0,904638139;0;0;0,576214296;0,423785704;0;0;0,029441662;0,021653325;0;0;0,746286642;0;0,253713358;0;0
4;11;-1;0;0;1;4;0;484327;6;-1;143;143;20;-1;-1;11;31;-1;121081,75;143;0,8844;353187;91000;142;31;3;1;1;0;0;0;0;0;3;353187;88;143;1;143;75;75;1;-1;0;0;0;0;0;-1;0;0;0;143;5;87,5;1;695;28;96;S;SELECT;0;43;1;1;3;M;353187;484327;1;;50;1;422919745;0;S;0;0;0,297662764;0;0;0,702337236;0,037954204;0;0,011149463;0;0;0,02630723;0,037456693;0;0,693130863;0,306869137;0;0;0;2,385479901;0,426520831;;;0,990066761;0,297662764;0;0;0,702337236;0,011149463;0;0;0,02630723;0,712323785;0;0;0;0,287676215;0;0
3;-1;-1;0;0;0;3;0;37404;5;-1;65;65;0;-1;-1;-1;14;-1;12468;65;0,1081;15090;0;13;0;1;2;0;0;0;0;0;0;1;15090;26;65;14;14;50;50;1;-1;0;0;0;0;0;-1;0;0;0;14;3;100;1;711;-1;30;S;PREFERENTE;0;24;0,25;1;1;M;15090;37404;0;101,6802667;50;1;3235056950;0;S;1;0;0;0;0;1;0,046511628;0;0;0;0;0,046511628;0,046511628;0;1;0;0;0;0;0,139058038;;;;0,139058038;0;0;0;1;0;0;0;0,046511628;0;0;0;0;1;0;0
1;-1;-1;0;0;0;2;0;133400;4;-1;16;16;0;-1;-1;-1;7;-1;66700;16;0,4219;113400;0;7;0;2;0;0;0;0;0;0;0;2;113400;42;16;7;16;25;50;1;-1;0;0;0;0;0;-1;0;0;0;16;5;100;7;559;-1;-1;S;SELECT;0;50;0,5;7;2;H;113400;133400;1;;50;7;3238959935;0;S;0;0;0;0;0;1;0,050547225;0;0;0;0;0,050547225;0,050547225;0;1;0;0;0;0;0,678643774;;;;0,678643774;0;0;0;1;0;0;0;0,050547225;0;0;0;0;1;0;0,010056144
1;-1;-1;0;0;0;1;0;142686;2;-1;24;24;0;-1;-1;-1;24;-1;142686;24;0,7342;142686;0;24;0;1;0;0;0;0;0;0;0;1;142686;73;24;8;24;50;50;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;24;5;75;1;694;-1;22;S;ABC+;0;42;0,8333;1;1;H;142686;142686;0;;52;1;3239773445;0;S;0;0;0;0;0;1;0,010404039;0;0;0;0;0,010404039;0,010404039;0;1;0;0;0;0;6,907107068;;;;6,907107068;0;0;0;1;0;0;0;0,010404039;0;0;0;0;1;0;0
1;-1;-1;0;0;1;1;0;61500;3;-1;217;217;50;-1;-1;-1;217;-1;61500;217;0,0689;0;61500;0;217;0;1;1;0;0;0;0;0;0;61500;6;217;101;217;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;217;3;100;1;734;215;215;S;PREFERENTE;0;46;1;1;0;H;61500;61500;0;;;1;3240178245;0;N;1;0;0;0;0;1;0,047933884;0;0;0;0;0,047933884;0,047933884;0;1;0;0;0;0;0,203332053;0;;;0,031539985;0;0;0;1;0;0;0;0,047933884;0,844884341;0;0;0;0,155115659;0;0
2;-1;-1;0;2;0;2;0;33846;3;-1;44;44;0;-1;22;-1;7;-1;16923;44;0,9153;20000;0;7;0;2;0;0;2;0;0;0;0;2;20000;91;44;7;44;50;50;1;-1;0;0;0;0;0;-1;0;0;0;44;2;100;1;648;-1;32;S;PREFERENTE;0;25;0,6;1;2;M;20000;33846;1;342,9212026;50;1;3250586090;0;S;1;0,659101655;0;0;0;0,340898345;0,067621575;0,044569492;0;0;0;0,023052083;0,067621575;0,00955974;0,99044026;0;0;0;0,009096717;0,942468587;;;;0,819177078;0;0;0;1;0;0;0;0,023052083;0;0;0;0,139126791;0,860873209;0;0
3;-1;-1;1;2;0;3;0;88170;3;-1;214;214;16;-1;123;-1;14;-1;29390;49;0,66;64000;0;14;0;3;0;0;2;1;0;0;0;4;64000;66;49;14;49;50;50;1;-1;0;0;0;0;0;-1;0;0;0;214;3;100;1;698;-1;211;S;PREFERENTE;0;61;0,75;1;4;H;64000;88170;0;;50;1;3259184410;0;S;0;0,519559902;0;0;0;0,480440098;0,080795443;0,041978073;0;0;0;0,038817371;0,080795443;0,041978073;0,958021927;0;0;0;0,032101314;0,732614935;;;0;0,357239051;0;0;0;1;0;0;0;0,038817371;0;0;0,470469234;0,06237834;0,467152426;0;0
3;-1;-1;0;0;0;3;0;31030;2;-1;55;55;0;-1;-1;-1;13;-1;;;;;;;;;;;;;;;;3;23020;13;55;13;55;33,33;33,33;2;-1;0;0;0;0;0;-1;-0,01;-0,01;;55;2;33,33;;706;-1;-1;S;PREFERENTE;0;41;;;;M;;;;;51;2;3261768575;1;S;0;0;0;0;0;1;0,125920646;0;0;0;0;0,125920646;0,125920646;0;1;;;;;;;;;;;;;;;;;;;;;;;;
5;-1;-1;1;0;0;5;0;683372;2;45;175;175;16;45;-1;-1;24;-1;136674,4;175;0,5212;217142;80000;52;24;2;3;0;0;1;0;0;0;3;260000;52;175;24;175;50;50;2;-1;0;0;0;0;0;-1;0;0;0;175;5;100;2;678;170;170;S;SELECT;0;42;0,9091;2;3;M;260000;683372;0;4670,998656;50;2;3262502045;0;S;1;0;0;0;0;1;0,045992341;0;0;0;0;0,045992341;0,045992341;0;1;0;0;0;0;0,826134355;;;0;0,816663074;0;0;0;1;0;0;0;0,045992341;0;0;0,011464577;0;0,988535423;0;0
3;-1;-1;1;0;0;3;0;483810;4;51;51;51;25;51;-1;-1;34;-1;161270;51;0,0435;229800;0;34;0;3;0;0;0;1;0;0;0;4;229800;4;51;34;51;33,5;33,5;2;-1;0;0;0;0;0;-1;0;0;0;51;5;89;2;709;-1;41;S;SELECT;0;45;0,8333;2;4;H;229800;483810;0;4260,0531;50;2;3263987385;0;S;0;0;0;0;0;1;0,136521367;0;0;0;0;0,136521367;0,136521367;0;1;0;0;0;0;0,1176316;;;0;0,114432272;0;0;0;1;0;0;0;0,136521367;0;0;0,027197859;0;0,972802141;0;0
5;-1;-1;1;0;0;5;0;254400;12;4;98;98;16;4;-1;-1;19;-1;50880;98;0,9468;0;99600;0;19;0;5;0;0;0;1;0;0;0;99600;94;98;4;98;;;;;;;;;;;;;0;98;5;;2;667;;;N;SELECT;;45;0,9091;2;0;H;99600;254400;1;;;2;3274548755;0;N;0;0;0;0,128686424;0,855539111;0,015774465;0,001814362;0;0;0,012374648;0,082269715;0,001516892;0,096161256;0;0,836047194;0;0;0,163952806;0;0,894979544;;;0,926137255;0,899943459;0;0;0,706119704;0,293880296;0;0;0,003644707;0,001516892;0;0;0,159315754;0;0,840684246;0;0
11;-1;-1;2;0;0;11;0;1420372;3;5;203;203;15;4;-1;-1;16;-1;129124,73;203;0,389;208368;616300;37;203;2;9;0;0;0;2;0;0;2;616300;39;203;4;203;-0,01;-0,01;;;;;;;;;-0,01;-0,01;0;203;5;;1;708;;;S;SELECT;0;53;1;1;2;H;616300;1420372;2;4197,663656;50;1;3275407460;0;S;0;0;0;0;0,348224299;0,651775701;0,031551536;0;0;0;0,011869145;0,022215625;0,03408477;0;0,704105972;0;0;0,295894028;0;0,743917675;;;0,948998774;0,79473584;0;0;0,348224299;0,651775701;0;0;0,011869145;0,022215625;0;0;0,247795461;0;0,752204539;0;0
2;20;-1;0;0;2;2;0;38000;3;-1;25;25;50;-1;-1;11;6;-1;19000;25;0;19000;19000;6;24;1;1;2;0;0;0;0;0;1;19000;0;25;6;25;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;25;5;100;1;681;21;21;S;SELECT;0;23;0,75;1;1;H;19000;38000;2;;20;1;3278836070;0;S;1;0;1;0;0;0;;0;0,009396543;0;0;0;0,009396543;0;0;1;0;0;0;0;0,599648689;;;0,569279977;1;0;0;0;0,009396543;0;0;0;0,949355826;0;0;0;0,050644174;0;0
1;-1;-1;0;0;0;1;0;74620;1;-1;163;163;0;-1;-1;-1;163;-1;74620;163;0,6809;74620;0;162;0;1;0;0;0;0;0;0;0;1;74620;68;163;46;163;;;;;;;;;;;;;0;163;5;;1;720;;;S;SELECT;;70;1;1;1;H;74620;74620;0;1214,854122;50;1;428275410;0;S;0;0;0;0;0;1;0,031488625;0;0;0;0;0,031488625;0,031488625;0;1;0;0;0;0;0,714796162;;;;0,714796162;0;0;0;1;0;0;0;0,031488625;0;0;0;0;1;0;0
4;5;-1;0;0;4;4;0;90010;11;-1;54;54;50;-1;-1;1;13;-1;22502,5;54;0,1796;45400;17600;22;53;2;2;4;0;0;0;0;0;2;45400;17;54;1;54;75;75;2;-1;0;0;0;0;0;-1;0;0;0;54;5;87,5;5;648;51;51;S;SELECT;0;29;0,7273;5;2;H;45400;90010;4;4250,657752;50;5;3285585765;0;S;1;0;0,89330792;0;0;0,10669208;0,155801583;0;0,056952984;0;0;0,00680217;0,063755154;0;0,043659184;0,956340816;0;0;0;0,174094693;0,617004448;;;0,555323456;0,89330792;0;0;0,10669208;0,056952984;0;0;0,00680217;0,860736886;0;0;0;0,139263114;0;0
7;-1;-1;1;0;0;7;0;350020;7;-1;88;111;12;-1;-1;-1;2;-1;50002,86;88;0,1528;35420;113300;44;56;1;6;0;0;0;1;0;0;1;113300;15;88;1;88;;;;;;;;;;;;;0;88;3;;1;724;;;S;SELECT;0;60;0,9091;1;1;H;113300;350020;2;8444,037267;50;1;3289055545;0;S;0;0;0;0;0;1;0,032074766;0;0;0;0;0,032074766;0,032074766;0;1;0;0;0;0;0,246832698;;;0;0,238738035;0;0;0;1;0;0;0;0,032074766;0;0;0,032794127;0;0,967205873;0;0
